1000008,Y,,Abbott,i-STAT,EC4+,14,"Na, K, Glu, Hct","QA Test Pro QCP8",Q-10008,,,Assessment,"Blood gas",,,290,i-STAT,EC4+,EC4+,"Na, K, Glu, Hct",Handheld,handheld,Cartridge,cartridge,"Cartridge port","cartridge port",Sample,sample,Customizations,customizations,"Liquid control","liquid control","External simulator","external simulator","Internal simulator","internal simulator","Calibration verification controls","calibration verification controls",,,"Test personnel","test personnel",Cali,cali,Reagent,Eqc,Con,Ana,0
11100011,,,Radiometer,Test,,,analytes,"Import Risk",,,,,,,,,"ABL90 FLEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11100014,,,Manufacturer,"ABL90 FLEX",,,"Analytes Anuja","Json Pro",,199.000000,75.000000,,,Active,"Json Pro",,"ABL800 FLEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
240,,,Abbott,Afinion™,HbA1c,,HbA1c,"Cloned - Abbott Afinion™ HbA1c",Q-10194,199.000000,75.000000,Assessment,Chemistry,Active,"Cloned - Abbott Afinion™ HbA1c",1950,Afinion™,HbA1c,HbA1c,HbA1c,Afinion,Afinion,"Test Cartridge","test cartridge",,,,,,,"HbA1c Liquid ctrls","HbA1C liquid ctrls","HbA1c Liquid ctrls","HbA1C liquid ctrls","Internal process control","internal process control",,,,,"Testing personnel","testing personnel",,,,,,,0
241,,,DiaSorin,"LIAISON® XL","HBsAg Confirmatory",,"HBsAg Confirmatory","Cloned - LIAISON® XL MUREX HBsAg Confirmatory",Q-10228,199.000000,75.000000,Assessment,Immunology,Active,"Cloned - LIAISON® XL MUREX HBsAg Confirmatory",2016,"LIAISON® XL","HBsAg Confirmatory","HBsAg Confirmatory","HBsAg Confirmatory","LIAISON® XL MUREX","LIAISON® XL MUREX","HBsAg Confirmatory Reagents","HBsAg Confirmatory reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
242,,,Abbott,Afinion™,"Lipid Profile",,"Lipid Profile","Cloned - Abbott Afinion™  Lipid Profile",Q-10198,199.000000,75.000000,Assessment,Chemistry,Active,"Cloned - Abbott Afinion™  Lipid Profile",1954,Afinion™,"Lipid Profile","Lipid Profile","Lipid Profile",Afinion,Afinion,"Test Cartridge","test cartridge",,,,,,,"Lipid Liquid ctrls","Lipid liquid ctrls","Lipid Liquid ctrls","Lipid liquid ctrls","Internal process control","internal process control","LIPID CAL VER","LIPID CAL VER",,,"Testing personnel","testing personnel",,,,,,,0
243,,,DiaSorin,"LIAISON® XL","HBsAg Confirmatory",,"HBsAg Confirmatory","Cloned - Cloned - LIAISON® XL MUREX HBsAg Confirmatory",Q-10228,199.000000,75.000000,Assessment,Immunology,Active,"Cloned - Cloned - LIAISON® XL MUREX HBsAg Confirmatory",2016,"LIAISON® XL","HBsAg Confirmatory","HBsAg Confirmatory","HBsAg Confirmatory","LIAISON® XL MUREX","LIAISON® XL MUREX","HBsAg Confirmatory Reagents","HBsAg Confirmatory reagents",,,,,,,"Liquid control","liquid control","Control Kit","control kit",,,Calibrators,calibrators,,,"Testing personnel","testing personnel",,,,,,,0
6669,,,Abaxis,"AmLyte 13","AmLyte 13",,"ALB, ALT, AMY, AST, BUN, Ca, CRP, CK, Creat, GLU, K, Na, TBIL","Cloned - Abaxis Piccolo General Chem 13",Q-10230,199.000000,75.000000,Assessment,Chemistry,Active,"Cloned - Abaxis Piccolo General Chem 13",251,"Piccolo Xpress","AmLyte 13","AmLyte 13","ALB, ALT, AMY, AST, BUN, Ca, CRP, CK, Creat, GLU, K, Na, TBIL",Analyzer,"Picollo Xpress",Disc,disc,"Disc drawer","disc drawer",,,Customizations,customizations,"Liquid control","liquid control",,,,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
6790,,,Werfen,"GEM ® Hemochron® 100 ACT+",ACT+,,ACT+,"Cloned - Werfen Hemochron Jr. Sig. ACT",Q-10231,199.000000,75.000000,Assessment,Coagulation,Active,"Cloned - Werfen Hemochron Jr. Sig. ACT",711,"GEM ® Hemochron® 100",ACT+,ACT+,ACT+,Device,device,Cartridge,cartridge,"Cartridge slot","cartridge slot",,,"Configuration options","configuration options","Liquid quality control","liquid quality control",,,"Internal Electronic System verification","internal Electronic System verification",,,,,"Test personnel","test personnel",,,,,,,0
6791,,,Werfen,"GEM ® Hemochron® 100 ACT-LR",ACT-LR,,ACT-LR,"Cloned - Cloned - Werfen Hemochron Jr. Sig. ACT",Q-10232,199.000000,75.000000,Assessment,Coagulation,Active,"Cloned - Cloned - Werfen Hemochron Jr. Sig. ACT",712,"GEM ® Hemochron® 100",ACT-LR,ACT-LR,ACT-LR,Device,device,Cartridge,cartridge,"Cartridge slot","sample well",,,"Configuration options","configuration options","Liquid quality control","liquid quality control",,,"Internal Electronic System verification","internal Electronic System verification",,,,,"Test personnel","test personnel",,,,,,,0
6793,,,bioMérieux,VITEK®,"AST Card",,"Various organisms","Cloned - bioMérieux VITEK® Card",Q-10164,199.000000,75.000000,Assessment,Microbiology,Active,"Cloned - bioMérieux VITEK® Card",1680,VITEK®,"AST Card","AST Card","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control","Liquid controls","liquid controls",,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
6794,,,Generic,"Microbiology Generic","Disk Diffusion System",,Various,"Cloned - Generic Disk Diffusion System",Q-10135,199.000000,75.000000,Assessment,Microbiology,Active,"Cloned - Generic Disk Diffusion System",60,"Microbiology Generic","Disk Diffusion System","Generic Disk Diffusion System",Various,"Generic Disk Diffusion System","Generic Disk Diffusion System",Reagent,reagent,,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
6795,,,Generic,"Microbiology Generic","Disk Diffusion System",,Various,"Cloned - Cloned - Generic Disk Diffusion System",Q-10135,199.000000,75.000000,Assessment,Microbiology,Active,"Cloned - Cloned - Generic Disk Diffusion System",60,"Microbiology Generic","Disk Diffusion System","Generic Disk Diffusion System",Various,"Generic Disk Diffusion System","Generic Disk Diffusion System",Reagent,reagent,,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
6796,,,Generic,"Microbiology Generic","Disk Diffusion System",,Various,"Cloned - Cloned - Cloned - Generic Disk Diffusion System",Q-10135,199.000000,75.000000,Assessment,Microbiology,Active,"Cloned - Cloned - Cloned - Generic Disk Diffusion System",60,"Microbiology Generic","Disk Diffusion System","Generic Disk Diffusion System",Various,"Generic Disk Diffusion System","Generic Disk Diffusion System",Reagent,reagent,,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
6797,,,Roche,"cobas® 6800/8800 Systems",HCV,,"Nucleic acids from HCV","Cloned - cobas® HCV",Q-10209,199.000000,75.000000,Assessment,Immunology,Active,"Cloned - cobas® HCV",1513,"cobas® 6800/8800 Systems",HCV,"cobas® HCV","Nucleic acids from HCV","cobas® 6800/8800","cobas® 6800/8800","cobas® HCV Cassette","cobas® HCV cassette",,,,,,,"Control Kit","control kit","Control Kit","control kit","RNA Internal Control","RNA Internal Control",,,,,"Testing personnel","testing personnel",,,,,,,0
7000,,,Generic,"Main lab IA platform",,,Multiple,"Generic IA System",NA,199.000000,75.000000,,Immunassay,Active,"Generic IA System",500,"Test System","IA Analyzer","IA Analyzer",,Analyzer,analyzer,,,,,,,,,,,,,,,,,,,Operator,operator,,,,,,,0
11100017,,,Manufacturer,"ABL800 FLEX",,,Analytes,Title,,,,,,,,,Device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11100018,,,test,test,,,Analytes,"product add test by supriya",,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89000000,,,test,test,,,test,test,,,,,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5000,Y,,"Anchor Points","Anchor Test System",Cartridge,12,Analytes,"Assessment Title Anchor",Q-5000,500.000000,150.000000,Assessment,"Test Category",,"Anchor Variation",1,"Anchor Device",??Test??,??test??,??Analytes??,??Instrument??,??instrument??,??Consumable??,??consumable??,"??Consumable port??","??consumable port??","??Sample probe??","??sample probe??",??Customizations??,??customizations??,??LQC??,??lqc??,??EQC_ext??,??eqc_ext??,??EQC_int??,??eqc_int??,??CVC??,??cvc??,??Optics??,??optics??,"??Test personnel??","??test personnel??",??Calibrator??,??calibrator??,??Reagent??,??Eqc_int??,"??Consumable A??",??analyte??,0
128,,,Sekisui,OSOM,"Ultra Flu A&B",,"Flu A & B","Sekisui OSOM Ultra Flu A&B",Q-10118,199.000000,75.000000,Assessment,Microbiology,Active,"Sekisui OSOM Ultra Flu A&B",1160,OSOM,"Ultra Flu A&B","Ultra Flu A&B","Flu A & B","Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
130,,,Sekisui,OSOM,Mononucleosis,,Mononucleosis,"Sekisui OSOM Mononucleosis",Q-10120,199.000000,75.000000,Assessment,Immunology,Active,"Sekisui OSOM Mononucleosis",1180,OSOM,Mononucleosis,Mononucleosis,Mononucleosis,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
131,,,Sekisui,OSOM,"Ultra Strep A",,"Strep A","Sekisui OSOM Ultra Strep A",Q-10121,199.000000,75.000000,Assessment,Microbiology,Active,"Sekisui OSOM Ultra Strep A",1190,OSOM,"Ultra Strep A","Ultra Strep A","Strep A","Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
132,,,Sekisui,OSOM,"Strep A",,"Strep A","Sekisui OSOM Strep A",Q-10122,199.000000,75.000000,Assessment,Microbiology,Active,"Sekisui OSOM Strep A",1200,OSOM,"Strep A","Strep A","Strep A","Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
133,,,Sekisui,OSOM,iFOBT,,FOBT,"Sekisui OSOM iFOBT",Q-10123,199.000000,75.000000,Assessment,Chemistry,Active,"Sekisui OSOM iFOBT",1210,OSOM,iFOBT,iFOBT,FOBT,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
134,,,Sekisui,OSOM,Trichomonas,,Trichomonas,"Sekisui OSOM Trichomonas",Q-10124,199.000000,75.000000,Assessment,Microbiology,,"Sekisui OSOM Trichomonas",1220,OSOM,Trichomonas,Trichomonas,Trichomonas,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
135,,,Sekisui,OSOM,BVBlue,,"Vaginal fluid sialidase","Sekisui OSOM BVBlue",Q-10125,199.000000,75.000000,Assessment,Microbiology,Active,"Sekisui OSOM BVBlue",1230,OSOM,BVBlue,BVBlue,"Vaginal fluid sialidase","Test tube","test tube","Test tube","test tube",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
136,,,Sekisui,OSOM,H.pylori,,H.pylori,"Sekisui OSOM H.pylori",Q-10126,199.000000,75.000000,Assessment,Microbiology,Active,"Sekisui OSOM H.pylori",1240,OSOM,H.pylori,H.pylori,H.pylori,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
137,,,Sekisui,OSOM,"Ultra hCG Combo",,hCG,"Sekisui Ultra hCG Combo",Q-10127,199.000000,75.000000,Assessment,Chemistry,Active,"Sekisui Ultra hCG Combo",1250,OSOM,"Ultra hCG Combo","Ultra hCG Combo",hCG,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
138,,,Sekisui,OSOM,"hCG Combo",,hCG,"Sekisui OSOM hCG Combo",Q-10128,199.000000,75.000000,Assessment,Chemistry,Active,"Sekisui OSOM hCG Combo",1260,OSOM,"hCG Combo","hCG Combo",hCG,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
139,,,Sekisui,OSOM,"hCG Pregnancy",,hCG,"Sekisui OSOM hCG Pregnancy",Q-10129,199.000000,75.000000,Assessment,Chemistry,Active,"Sekisui OSOM hCG Pregnancy",1270,OSOM,"hCG Pregnancy","hCG Pregnancy",hCG,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
140,,,Sekisui,OSOM,"hCG Urine",,hcG,"Sekisui OSOM hCG Urine",Q-10130,199.000000,75.000000,Assessment,Chemistry,Active,"Sekisui OSOM hCG Urine",1280,OSOM,"hCG Urine","hCG Urine",hcG,"Test card","test card","Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
141,,,Sekisui,OSOM,"COVID-19 Ag",,"COVID-19 Ag","Sekisui OSOM COVID-19 Ag",Q-10131,199.000000,75.000000,Assessment,Microbiology,Active,"Sekisui OSOM COVID-19 Ag",1290,OSOM,"COVID-19 Ag","COVID-19 Ag","COVID-19 Ag","Test card","test card","Test card","test card",,,,,,,"Control swab","control swab","Control swab","control swab",,,,,,,"Test personnel","test personnel",,,,,,,0
142,,,Sekisui,OSOM,Giardia,,Giardia,"Sekisui OSOM Giardia",Q-10132,199.000000,75.000000,Assessment,Microbiology,,"Sekisui OSOM Giardia",1300,OSOM,Giardia,Giardia,Giardia,,,"Test card","test card",,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
143,,,Generic,"Microbiology Generic","ID System",,Various,"Generic ID System",Q-10133,199.000000,75.000000,Assessment,Microbiology,Active,"Generic ID System",40,"Microbiology Generic","ID System","Generic ID System",Various,Instrument,instrument,Reagent,reagent,,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
144,,,Generic,"Microbiology Generic","AST System",,Various,"Generic AST System",Q-10134,199.000000,75.000000,Assessment,Microbiology,Active,"Generic AST System",50,"Microbiology Generic","AST System","Generic AST System",Various,Instrument,instrument,Reagent,reagent,,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
145,,,Generic,"Microbiology Generic","Disk Diffusion System",,Various,"Generic Disk Diffusion System",Q-10135,199.000000,75.000000,Assessment,Microbiology,Active,"Generic Disk Diffusion System",60,"Microbiology Generic","Disk Diffusion System","Generic Disk Diffusion System",Various,"Generic Disk Diffusion System","Generic Disk Diffusion System",Reagent,reagent,,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
146,,,Generic,"Microbiology Generic","Blood Culture System",,Various,"Generic Blood Culture System",Q-10136,199.000000,75.000000,Assessment,Microbiology,Active,"Generic Blood Culture System",70,"Microbiology Generic","Blood Culture System","Generic Blood Culture System",Various,Instrument,instrument,Reagent,reagent,,,,,,,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
147,,,Generic,"Microbiology Generic Exempt Media System","Exempt Media System",,Various,"Generic Exempt Media System",Q-10137,199.000000,75.000000,Assessment,Microbiology,Active,"Generic Exempt Media System",80,"Microbiology Generic Exempt Media System","Exempt Media System","Generic Exempt Media System",Various,,,Reagent,reagent,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
148,,,bioMérieux,VITEK®,AST,,Various,"bioMérieux VITEK® AST",Q-10138,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® AST",1820,VITEK®,AST,AST,Various,VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,Optics,Optics,"Testing personnel","testing personnel",,,,,,,0
149,,,bioMérieux,VITEK®,"MS Target Slide",,Various,"bioMérieux VITEK® MS",Q-10139,199.000000,75.000000,Assessment,Microbiology,Active,"bioMérieux VITEK® MS",1830,VITEK®,"MS Target Slide","MS Target Slide",Various,VITEK®,VITEK®,Extraction,extraction,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control",,,,,Optics,Optics,"Testing personnel","testing personnel",,,,,,,0
154,,,Generic,"Lateral Flow Rapid Antigen Test","COVID-19 Antigen Test",,"SARS-CoV-2 nucleocapsid protein antigen","COVID-19 Antigen Test",Q-10144,199.000000,75.000000,Assessment,COVID-19,Active,"COVID-19 Antigen Test",1480,"Lateral Flow Rapid Antigen Test","COVID-19 Antigen Test","COVID-19 Antigen test","SARS-CoV-2 nucleocapsid protein antigen","COVID-19 Antigen Test","COVID-19 Antigen Test","Test Card","test card","Test Card","test card",,,,,"Control swab","control swab","Liquid control","liquid control","COVID-19 Procedural Control","COVID-19 procedural control",,,,,"Testing personnel","testing personnel",,,,,,,0
157,,,Roche,"cobas® 6800/8800 Systems","SARS-CoV-2 Test",,"Nucleic acids from SARS-CoV-2","cobas® SARS-CoV-2 Test",Q-10147,199.000000,75.000000,Assessment,COVID-19,Active,"cobas® SARS-CoV-2 Test",1510,"cobas® 6800/8800 Systems","SARS-CoV-2 Test","cobas® SARS-CoV-2  test","Nucleic acids from SARS-CoV-2","cobas® 6800/8800","cobas® 6800/8800","cobas® SARS-CoV-2 cassette","cobas® SARS-CoV-2 cassette",,,,,,,"SARS-CoV-2 Control Kit","SARS-CoV-2 Control Kit","Liquid control","liquid control","RNA Internal Control","RNA Internal Control",,,,,"Testing personnel","testing personnel",,,,,,,0
174,,,bioMérieux,VITEK®,"AST Card",,"Various organisms","bioMérieux VITEK® Card",Q-10164,199.000000,75.000000,Assessment,Microbiology,Active,"bioMérieux VITEK® Card",1680,VITEK®,"AST Card","AST Card","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid control","liquid control","Liquid controls","liquid controls",,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
177,,,bioMérieux,VITEK®,"GN Card (Gram negative bacterial identification)",,"Various organisms","bioMérieux VITEK® GN Card(Gram negative bacterial identification)",Q-10167,199.000000,75.000000,Assessment,Microbiology,,"bioMérieux VITEK® GN Card(Gram negative bacterial identification)",1710,VITEK®,"GN Card (Gram negative bacterial identification)","GN Card (Gram negative bacterial identification)","Various organisms",VITEK®,VITEK®,Card,card,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,Optics,optics,"Testing personnel","testing personnel",,,,,,,0
190,,,"Beckman Coulter","MicroScan WalkAway",Panels,,"Various organisms","Beckman Coulter MicroScan WalkAway Panels",Q-10180,199.000000,75.000000,Assessment,Microbiology,Active,"Beckman Coulter MicroScan WalkAway Panels",1910,"MicroScan WalkAway",Panels,panel,"Various organisms","MicroScan  WalkAway","MicroScan  WalkAway",Panel,panel,,,,,,,"Liquid control","liquid control","External control","external control",,,,,Optics,optics,"Test personnel","test personnel",,,,,,,0
198,,,TECHLAB®,"QUIK CHEK®","E HISTOLYTICA",,"E HISTOLYTICA ","TECHLAB® QUIK CHEK® E HISTOLYTICA",Q-10188,199.000000,75.000000,Assessment,Microbiology,Active,"TECHLAB® QUIK CHEK® E HISTOLYTICA",1941,"QUIK CHEK®","E HISTOLYTICA","E HISTOLYTICA","E HISTOLYTICA ","TECHLAB® QUIK CHEK® E HISTOLYTICA","TECHLAB® QUIK CHEK® E HISTOLYTICA","Membrane Device","membrane device",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Internal Control","internal control",,,,,"Testing personnel","testing personnel",,,,,,,0
203,,,TECHLAB®,"QUIK CHEK®","TOX AB",,"TOX AB ","TECHLAB® QUIK CHEK® TOX AB",Q-10193,199.000000,75.000000,Assessment,Microbiology,Active,"TECHLAB® QUIK CHEK® TOX AB",1946,"QUIK CHEK®","TOX AB","TOX AB","TOX AB ","TECHLAB® QUIK CHEK® TOX AB","TECHLAB® QUIK CHEK® TOX AB","Membrane Device","membrane device",,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls","Internal Control","internal control",,,,,"Testing personnel","testing personnel",,,,,,,0
210,,,"ALCOR® Scientific","iSED/iSED ELITE®","Sed Rate",,"Sed Rate","ALCOR® Scientific iSED/iSED ELITE® Sed Rate",Q-10200,199.000000,75.000000,Assessment,Hematology,Active,"ALCOR® Scientific iSED/iSED ELITE® Sed Rate",1960,"iSED/iSED ELITE®","Sed Rate","Sed Rate","Sed Rate","iSED/iSED ELITE®","iSED/iSED ELITE®",,,,,,,,,"Liquid controls","liquid controls","Liquid controls","liquid controls",,,,,,,"Test personnel","test personnel",,,,,,,0
213,,,Quidel,Sofia®,"SARS and Flu FIA",,"SARS and Flu","Quidel Sofia® SARS and Flu",Q-10203,199.000000,75.000000,Assessment,Microbiology,Active,"Quidel Sofia® SARS and Flu",1972,Sofia®,"SARS and Flu FIA","SARS and Flu","SARS and Flu",Sofia®,Sofia®,Cassette,cassette,,,,,,,"SARS and Flu swabs","SARS and Flu swabs","SARS and Flu swabs","SARS and Flu swabs","Procedural control","procedural control",,,,,"Test personnel","test personnel",,,,,,,0
214,,,Quidel,Sofia®,"Influenza A&B FIA",,"Influenza A&B","Quidel Sofia®  Influenza A&B",Q-10204,199.000000,75.000000,Assessment,Microbiology,Active,"Quidel Sofia®  Influenza A&B",1973,Sofia®,"Influenza A&B FIA","Influenza A&B","Influenza A&B",Sofia®,Sofia®,Cassette,cassette,,,,,,,"Influenza A&B swabs","Influenza A&B swabs","Influenza A&B swabs","Influenza A&B swabs","Procedural control","procedural control",,,,,"Test personnel","test personnel",,,,,,,0
215,,,Quidel,Sofia®,"Strep A FIA",,"Strep A FIA","Quidel Sofia® Strep A",Q-10205,199.000000,75.000000,Assessment,Microbiology,Active,"Quidel Sofia® Strep A",1974,Sofia®,"Strep A FIA","Strep A FIA","Strep A FIA",Sofia®,Sofia®,Cassette,cassette,,,,,,,"Strep A FIA swabs","Strep A FIA swabs","Strep A FIA swabs","Strep A FIA swabs","Procedural control","procedural control",,,,,"Test personnel","test personnel",,,,,,,0
7001,,,Radiometer,"ABL80 FLEX CO-OX","calibration verification fluids",,"pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | cK+ | cNa+ | cCa2+| cCl- | cGlu","Cloned - Radiometer ABL80 FLEX Co-ox",Q-10092,199.000000,75.000000,Assessment,"Blood gas",Active,"Cloned - Radiometer ABL80 FLEX Co-ox",1120,"ABL80 FLEX CO-OX",,"blood gas/electrolyte/CO-Ox","pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | cK+ | cNa+ | cCa2+| cCl- | cGlu",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
89000008,,,Manufacturer,"ABL800 FLEX",,,Analytes,"test redirect",,,,,,,,,Device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89000011,,,Manufacturer,"ABL800 FLEX",,,Analytes,"Nuza care",,,,,,,,,Device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89000014,,,Medtronic,Test,,,"Various organisms","tes care",,,,,,,,,"ABL800 FLEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89000024,,,"Test Manufacturer 613 QCP VAR","Test 613",,,"Test Analytes 613","Test Product 613 QCP VAR",,199.000000,,,,Active,"QCP 613",,"Test DeviceType 613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89000025,Yes,,"Test Manufacturer 613 QCP All","Test 613",Cartidge,"Matrix ID","Test Analytes 613","Test Product 613 QCP All",12345,,,,,,,10,"Test DeviceType 613",,,,"Instrument Large","Instrument Small","Consumable Large",,"Consumable Port L",,"Sample Probe",,,,LQC,,,,,,,,,,,,,,Reagent,,,,0
